Id,Body,Title,AcceptedAnswerId,CreationDate,AnswerCount,CommentCount
"5898423","i'm trying to develop a gnome shell extension and I've created the ""Hello World"" extension which is created automatically with gnome-shell-extension-tool --create-extension
It creates 3 files: example.js, metadata.json, stylesheet.css.

I reload gnome-shell and the extension works correcty. The problem is, the styling file is not working at all; here is the code:

// Sample extension code, makes clicking on the panel show a message
const St = imports.gi.St;
const Mainloop = imports.mainloop;

const Main = imports.ui.main;

function _showHello() {
    let text = new St.Label({  style_class: 'hello', text: ""Hello, world!"" });
    let monitor = global.get_primary_monitor();
    global.stage.add_actor(text);
    text.set_position(Math.floor (monitor.width / 2 - text.width / 2), Math.floor(monitor.height / 2 - text.height / 2));
    text.add_style_class_name(""hello"");
    Mainloop.timeout_add(6000, function () { text.destroy(); });
}

// Put your extension initialization code here
function main() {
    Main.panel.actor.reactive = true;
    Main.panel.actor.connect('button-release-event', _showHello);
}


And here stylesheet.css:

/* Example stylesheet */
.hello {
    font-size: 360px;
    font-weight: bold;
    color: #ffffff;
    background-color: rgba(10,10,10,0.7);
    border-radius: 5px;
}


I didn't know how to even get more information about this....any idea?
","gnome shell extension stylesheet not loading","6032607","2011-05-05 13:24:41","2","3"
"5900850","I want to write a bash-script that starts a gvim-session directly in a maximized window.

That is my bash-script:

#!/bin/bash - 
set -o nounset

cd /home/alexthebird/vim-stuff; # directory of the gvim-session file
gvim -S bootmap;                # start gvim from the sessionfile 'bootmap'


Do you have any ideas how to accomplish this with a bashscript? Gvim should only be maximized when it is started over this script. Any other ideas how to accomplish this are welcome, of course.

I use Ubuntu 11.04 with gnome.

Thank you for taking the time to read my message.

AlexTheBird

This script works:

#!/bin/bash - 
set -o nounset
# directory of the gvim-session file
cd /home/alexthebird/vim-stuff;
# -f because of a ubuntu global-menu bug
# -S starts from session-file named 'bootmap'
# -geom solved the problem. see post of Lstor
gvim -geom '200x50+0+0' -f -S bootmap; # start gvim from the sessionfile 'bootmap';


Thank you all for your time.

EDIT : I just found out that the above solution only works for the unity-2d (non 3D accelerated) desktop. Which is fine for me. It does not work with the default Ubuntu-desktop which uses the 3D accelerated version of Unity.
","Howto start gvim with a maximized window from a bash-script in gnome","5902313","2011-05-05 16:06:06","3","4"
"5910066","I'm using an rsa-encrypted ssh key for accessing certain servers - the private key is password-protected.

I have used this type of configuration in the past, and I'm aware that using the gnome-keyring I should normally be asked to confirm the password for my key once per session.
However, since I entered my password for the first time, I was never asked for it again.

I can verify that the private key is password-protected, I have tried the same key on other machines (where I've been asked for the password) and I have changed the password through the gnome-keyring manager. Still, I'm not being asked for it since that first time!

Any idea what might be happening here?

Thanks!
","Password-protected ssh keys - Only been asked for password once ever","5910132","2011-05-06 10:26:46","1","0"
"5924292","I want to ask if there's a simple way to do MenuItem like this <a href=""http://dl.dropbox.com/u/865508/menuitem.png"" rel=""nofollow"">http://dl.dropbox.com/u/865508/menuitem.png</a> in PyGtk (or maybe some other language rather than python). I think it would be helpful for a lot of people)

Thank you.
","GTK MenuItem with counter bubble on right","5926987","2011-05-07 22:03:34","1","0"
"5994636","What I'm trying to do is to make this script read a users input and them perform the command with the users input. I got echo working, but I can't get the rest to work after.

gnome-terminal -t 'Change User Password' \
    -x bash -c ""echo 'What user needs their password change?' ; bash"" \
    -x bash -c ""read pswu ; bash"" \
    -x bash -c ""passwd $pswu ; bash""


Another question: I would like to know how to right-click a file and run a script with the filename without path or extension.
","Bash script help with echo and commands","5994881","2011-05-13 16:02:21","2","0"
"6020106","I'd like to be able to add a #! comment at the top of my .desktop file so that if it has execute permissions and is executed, it'll actually run. However, I don't know what the interpreter for .desktop files is, so I don't know which /usr/bin/ file to write in the hashbang. Any ideas?

<hr>

Edit:

So far, I've made a small bash script, execdesktop, that can execute desktop files:

`sed -nr 's/Exec=(.*)$/\\1/p' $1`


If I then add the following to my .desktop files:

#!/usr/bin/execdesktop


Then it runs fine. This method works, but I'd prefer not to have to use it since it requires the installation of execdesktop.
","Hashbang for Gnome .desktop files","6022017","2011-05-16 16:04:48","2","0"
"6028895","Is it possible to change the icon (not the emblem) of a file in Nautilus' icon view mode by means of its <a href=""http://developer.gnome.org/libnautilus-extension/stable/ch01.html"" rel=""nofollow"">extension interface</a>?

It would be cool, I think, to see the album covers of MP3 files of embedded ID3v2 APIC frames while browsing folders with music. Until now, I am able to extract the picture and I copypastehacked some example code to add emblems and menu items to Nautilus. But neither the column provider nor the file info provider offer an obvious way to change the icon.

<a href=""http://stackoverflow.com/questions/2180432/how-to-change-icon-emblem-of-a-directory-from-bash/2571132#2571132"">Another answer</a> suggests using gvfs-set-attribute, but I would rather extract the icon dynamically instead of creating a lot of unnecessary files somewhere.

Thanks in advance for any helpful suggestions!
","Set Nautilus file icon per extension","7388002","2011-05-17 09:32:30","1","0"
"6030004","When trying to compile this small Java program to make use of the Notifier class from java-gnome (built from latest bzr branch):

import org.gnome.notify;


class Notifier {

public void Main(String[] args) {

        Notification n = new Notification(""Test notification"", ""Blah."", """");
        n.setTimeout(2000);
        n.show();

    }
}


I get the following output when compiling with:

$ javac -cp .:/usr/local/share/java/gtk-4.0.jar Notifier.java 

Notifier.java:1: package org.gnome does not exist
import org.gnome.notify;
            ^
Notifier.java:7: cannot find symbol
symbol  : class Notification
location: class Notifier
Notification n = new Notification(""Test notification"", ""Blah."", """");
    ^
Notifier.java:7: cannot find symbol
symbol  : class Notification
location: class Notifier
Notification n = new Notification(""Test notification"", ""Blah."", """");
                         ^
3 errors


/usr/local/share/java/gtk-4.0.jar definately exists at that location and does contain the used classes. What is wrong? Many thanks.
","Java program using gnome-java will not compile","6043360","2011-05-17 11:19:18","2","0"
"6090241","How can I get the full file path from an icon name in GNOME?
","How can I get the full file path of an icon name?","6090294","2011-05-22 19:33:39","2","2"
"6094506","When I'm on the train to work I connect my netbook to my Nexus One's wifi hotspot. As I go through a tunnel my phone obviously loses it's 3G connection and takes a while to re-establish once the train emerges. But the netbook wifi logo stays constant as it's still connected to the phone itself.

I've written a little python program that attempts to ping a server and thus decides if internet is available (feel free to suggest a method of detecting internet connection that would be either quicker or use less bandwidth as I am capped per month).

My question is: how can I create an applet for GNOME Panel 2.30.2 in Python, to graphically display this status, so I can decide when to continue clicking links and expecting internet to work.

I got this <a href=""http://ubuntuforums.org/showthread.php?t=496185#3"" rel=""nofollow"">example</a> with a panel button to work but would like an icon that changes depending on the situation.

I've used Python for a few years haven't but coded gnome before. I'm using the ubuntu desktop edition as my login rather than unity, on 10.04.
","Simple Gnome Panel Applet in Python","6188423","2011-05-23 08:12:00","1","1"
"6114914","I made a mistake in my gnome terminal configuration. I entered a command to start with in the preferences, but that command fails, and now all I get is a window that opens and closes right away, and I basically can't use gnome terminal anymore :-( Is there any way I can remove the configuration file and restart fresh??

Thanks!
","Delete gnome terminal configuration","6114975","2011-05-24 18:11:49","2","3"
"6124932","I have to test manually Gui App(Qt) by clicking certain menus and verifying the output text which is shown as the list view. I do not have the source code of the Gui applications.
       I am planning to write the program to generate the mouse-click events and scan the list view and test it. What are the tools available for this kind of task.
","Testing of Gui App on Gnome desktop","6128688","2011-05-25 13:06:44","1","2"
